A,,01,,,,,,,,,,,,
A00/09,,,,,,,,,,,,,,
J84,,,,,,,,,,,,,,
J86,,,,,,,,,,,,,,
J87,,37.100.10,,,,,,,,,,,,
J88,,,,,,,,,,,,,,
J90/99,,27.020,,,,,,,,,,,,
J90,,,,,,,,,,,,,,
J91,,,,,,,,,,,,,,
J92,,21.240,,,,,,,,,,,,
J93,,,,,,,,,,,,,,
J94,,,,,,,,,,,,,,
J95,,,,,,,,,,,,,,
J96,,23.120,97.100,97.100.01,97.100.20,97.100.30,97.100.40,97.100.99,,,,,,
J98,,27.060,27.060.01,27.060.10,27.060.20,27.060.30,,,,,,,,
J99,,27.040,,,,,,,,,,,,
K,,29,,,,,,,,,,,,
K00/09,,19.080,29.020,,,,,,,,,,,
K00,,,,,,,,,,,,,,
K01,,,,,,,,,,,,,,
K02,,,,,,,,,,,,,,
K04,,01.040.29,01.080.40,01.100.25,29.080,29.080.01,29.080.99,,,,,,,
K05,,,,,,,,,,,,,,
K07,,,,,,,,,,,,,,
K08,,,,,,,,,,,,,,
K09,,,,,,,,,,,,,,
K10/19,,29.050,29.060,29.100,29.100.01,,,,,,,,,
K10,,29.060.01,,,,,,,,,,,,
K11,,,,,,,,,,,,,,
K12,,29.060.10,,,,,,,,,,,,
K13,,29.060.20,33.120.20,,,,,,,,,,,
K14,,,,,,,,,,,,,,
K15,,29.035,29.035.01,29.035.10,29.035.20,29.035.30,29.035.50,29.035.60,29.035.99,29.040,29.040.01,29.040.10,29.040.20,29.040.99
K16,,,,,,,,,,,,,,
K20/29,,29.160,29.160.30,29.160.99,,,,,,,,,,
K20,,29.160.01,29.160.10,,,,,,,,,,,
K21,,,,,,,,,,,,,,
K22,,,,,,,,,,,,,,
K23,,,,,,,,,,,,,,
K24,,,,,,,,,,,,,,
K25,,,,,,,,,,,,,,
K26,,,,,,,,,,,,,,
K30/39,,29.120,29.120.99,29.100.99,,,,,,,,,,
K30,,29.120.01,29.120.10,29.120.30,29.100.20,29.120.20,,,,,,,,
K31,,29.120.40,29.120.50,29.130.01,29.130.20,29.130.99,,,,,,,,
K32,,,,,,,,,,,,,,
K33,,,,,,,,,,,,,,
K34,,29.120.70,,,,,,,,,,,,
K35,,29.260,29.260.01,29.260.20,29.260.99,,,,,,,,,
K36,,,,,,,,,,,,,,
K40/49,,29.240.10,29.240.30,29.240.99,29.260.10,,,,,,,,,
K40,,,,,,,,,,,,,,
K41,,29.180,,,,,,,,,,,,
K42,,31.060.70,,,,,,,,,,,,
K43,,29.130.10,,,,,,,,,,,,
K44,,,,,,,,,,,,,,
K45,,,,,,,,,,,,,,
K46,,,,,,,,,,,,,,
K47,,,,,,,,,,,,,,
K48,,29.080.10,29.080.20,29.080.30,,,,,,,,,,
K49,,,,,,,,,,,,,,
K50/59,,,,,,,,,,,,,,
K51,,,,,,,,,,,,,,
K52,,29.160.40,29.160.20,,,,,,,,,,,
K54,,,,,,,,,,,,,,
K55,,,,,,,,,,,,,,
K56,,,,,,,,,,,,,,
K58,,,,,,,,,,,,,,
K59,,,,,,,,,,,,,,
K60/69,,,,,,,,,,,,,,
K60,,,,,,,,,,,,,,
K61,,25.180.10,,,,,,,,,,,,
K62,,,,,,,,,,,,,,
K63,,29.280,,,,,,,,,,,,
K64,,25.140.20,,,,,,,,,,,,
K65,,,,,,,,,,,,,,
K70/79,,29.140.40,29.140.50,29.140.99,,,,,,,,,,
K70,,,,,,,,,,,,,,
K71,,29.140,29.140.01,29.140.20,29.140.30,,,,,,,,,
K72,,,,,,,,,,,,,,
K73,,,,,,,,,,,,,,
K74,,29.140.10,,,,,,,,,,,,
K80/89,,29.220,29.220.01,29.220.10,29.220.20,29.220.30,29.220.99,,,,,,,
K80,,,,,,,,,,,,,,
K81,,29.200,,,,,,,,,,,,
K82,,27.070,,,,,,,,,,,,
K83,,,,,,,,,,,,,,
K84,,,,,,,,,,,,,,
K85,,,,,,,,,,,,,,
K90/99,,,,,,,,,,,,,,
K90,,,,,,,,,,,,,,
K91,,,,,,,,,,,,,,
K92,,,,,,,,,,,,,,
K93,,,,,,,,,,,,,,
K94,,,,,,,,,,,,,,
K95,,,,,,,,,,,,,,
K96,,,,,,,,,,,,,,
K97,,,,,,,,,,,,,,
L,,31,01.040.31,35,,,,,,,,,,
L00/09,,35.020,,,,,,,,,,,,
L00,,,,,,,,,,,,,,
L01,,,,,,,,,,,,,,
L02,,,,,,,,,,,,,,
L04,,01.080.50,01.100.27,,,,,,,,,,,
L05,,,,,,,,,,,,,,
L06,,33.100,33.100.01,33.100.10,33.100.20,33.100.99,,,,,,,,
L07,,,,,,,,,,,,,,
L08,,,,,,,,,,,,,,
L09,,,,,,,,,,,,,,
L10/34,,,,,,,,,,,,,,
L10,,31.020,31.220,31.220.01,31.220.99,31.240,,,,,,,,
L11,,31.060,31.060.01,31.060.10,31.060.20,31.060.30,31.060.40,31.060.50,31.060.60,31.060.99,,,,
L13,,31.040,31.040.01,31.040.10,31.040.99,,,,,,,,,
L14,,31.040.20,,,,,,,,,,,,
L15,,31.040.30,,,,,,,,,,,,
L17,,,,,,,,,,,,,,
L18,,31.160,,,,,,,,,,,,
L19,,29.100.10,,,,,,,,,,,,
L21,,31.140,,,,,,,,,,,,
L22,,31.220.20,,,,,,,,,,,,
L23,,31.220.10,33.120.30,,,,,,,,,,,
L24,,,,,,,,,,,,,,
L25,,,,,,,,,,,,,,
L26,,33.120.10,,,,,,,,,,,,
L30,,31.180,,,,,,,,,,,,
L31,,,,,,,,,,,,,,
L33,,,,,,,,,,,,,,
L34,,,,,,,,,,,,,,
L35/39,,31.100,,,,,,,,,,,,
L35,,,,,,,,,,,,,,
L36,,,,,,,,,,,,,,
L37,,,,,,,,,,,,,,
L38,,,,,,,,,,,,,,
L39,,,,,,,,,,,,,,
L40/49,,31.080,,,,,,,,,,,,
L40,,31.080.01,,,,,,,,,,,,
L41,,31.080.10,,,,,,,,,,,,
L42,,31.080.30,,,,,,,,,,,,
L43,,31.080.20,,,,,,,,,,,,
L44,,,,,,,,,,,,,,
L45,,,,,,,,,,,,,,
L46,,,,,,,,,,,,,,
L47,,31.080.99,,,,,,,,,,,,
L50/54,,31.260,,,,,,,,,,,,
L50,,,,,,,,,,,,,,
L51,,,,,,,,,,,,,,
L52,,,,,,,,,,,,,,
L53,,31.120,,,,,,,,,,,,
L54,,,,,,,,,,,,,,
L55/59,,31.200,,,,,,,,,,,,
L55,,,,,,,,,,,,,,
L56,,,,,,,,,,,,,,
L57,,,,,,,,,,,,,,
L58,,,,,,,,,,,,,,
L59,,31.190,,,,,,,,,,,,
L60/69,,,,,,,,,,,,,,
L60,,,,,,,,,,,,,,
L61,,,,,,,,,,,,,,
L62,,35.160,,,,,,,,,,,,
L63,,35.180,,,,,,,,,,,,
L64,,35.220,35.220.01,35.220.10,35.220.20,35.220.21,35.220.22,35.220.23,35.220.30,35.220.99,35.240.15,,,
L65,,35.200,,,,,,,,,,,,
L66,,,,,,,,,,,,,,
L67,,35.240,35.240.01,35.240.10,35.240.20,35.240.50,35.240.99,,,,,,,
L70/84,,,,,,,,,,,,,,
L70,,01.040.35,,,,,,,,,,,,
L71,,35.040,,,,,,,,,,,,
L72,,,,,,,,,,,,,,
L73,,,,,,,,,,,,,,
L74,,35.060,,,,,,,,,,,,
L75,,,,,,,,,,,,,,
L76,,,,,,,,,,,,,,
L77,,35.080,,,,,,,,,,,,
L78,,,,,,,,,,,,,,
L79,,35.110,35.100,35.100.01,35.100.05,35.100.10,35.100.20,35.100.30,35.100.40,35.100.50,35.100.60,35.100.70,,
L80,,,,,,,,,,,,,,
L81,,35.140,,,,,,,,,,,,
L85/89,,,,,,,,,,,,,,
L85,,,,,,,,,,,,,,
L86,,,,,,,,,,,,,,
L87,,,,,,,,,,,,,,
L88,,,,,,,,,,,,,,
L89,,,,,,,,,,,,,,
L90/94,,,,,,,,,,,,,,
L90,,,,,,,,,,,,,,
L91,,,,,,,,,,,,,,
L92,,,,,,,,,,,,,,
L93,,,,,,,,,,,,,,
L94,,,,,,,,,,,,,,
L95/99,,,,,,,,,,,,,,
L95,,,,,,,,,,,,,,
L96,,,,,,,,,,,,,,
L97,,,,,,,,,,,,,,
L98,,,,,,,,,,,,,,
L99,,,,,,,,,,,,,,
M,,33,,,,,,,,,,,,
M00/09,,33.020,,,,,,,,,,,,
M00,,,,,,,,,,,,,,
M01,,,,,,,,,,,,,,
M02,,,,,,,,,,,,,,
M04,,01.040.33,33.140,,,,,,,,,,,
M05,,33.120,33.120.01,33.120.99,,,,,,,,,,
M07,,,,,,,,,,,,,,
M08,,,,,,,,,,,,,,
M09,,,,,,,,,,,,,,
M10/29,,33.040,,,,,,,,,,,,
M10,,33.040.01,,,,,,,,,,,,
M11,,,,,,,,,,,,,,
M12,,,,,,,,,,,,,,
M13,,33.040.35,33.040.40,33.040.99,33.060,33.060.01,33.080,33.180,,,,,,
M14,,33.040.20,33.040.50,33.180.01,,,,,,,,,,
M15,,,,,,,,,,,,,,
M16,,33.040.30,,,,,,,,,,,,
M17,,,,,,,,,,,,,,
M18,,,,,,,,,,,,,,
M19,,,,,,,,,,,,,,
M20,,,,,,,,,,,,,,
M21,,33.030,,,,,,,,,,,,
M30/49,,33.050,33.050.01,33.050.99,,,,,,,,,,
M30,,,,,,,,,,,,,,
M31,,33.060.70,,,,,,,,,,,,
M32,,,,,,,,,,,,,,
M33,,33.180.10,33.180.20,33.180.30,33.180.99,,,,,,,,,
M34,,,,,,,,,,,,,,
M35,,33.060.75,,,,,,,,,,,,
M36,,33.060.20,33.060.30,33.060.40,,,,,,,,,,
M37,,33.050.20,33.060.65,33.060.80,33.060.60,33.060.99,,,,,,,,
M38,,,,,,,,,,,,,,
M39,,33.050.30,,,,,,,,,,,,
M40,,33.050.10,,,,,,,,,,,,
M41,,,,,,,,,,,,,,
M42,,,,,,,,,,,,,,
M50/59,,,,,,,,,,,,,,
M50,,,,,,,,,,,,,,
M51,,33.120.40,,,,,,,,,,,,
M53,,,,,,,,,,,,,,
M54,,33.200,,,,,,,,,,,,
M57,,,,,,,,,,,,,,
M58,,,,,,,,,,,,,,
M60/69,,33.160,,,,,,,,,,,,
M60,,33.160.01,33.160.60,33.160.99,,,,,,,,,,
M61,,33.160.40,33.160.30,33.170,,,,,,,,,,
M62,,,,,,,,,,,,,,
M63,,,,,,,,,,,,,,
M64,,,,,,,,,,,,,,
M70/79,,,,,,,,,,,,,,
M70,,,,,,,,,,,,,,
M71,,,,,,,,,,,,,,
M72,,33.160.10,,,,,,,,,,,,
M73,,,,,,,,,,,,,,
M74,,33.160.25,33.160.50,33.160.20,,,,,,,,,,
M75,,,,,,,,,,,,,,
M76,,,,,,,,,,,,,,
M79,,,,,,,,,,,,,,
M80/89,,,,,,,,,,,,,,
M80,,03.240,,,,,,,,,,,,
M81,,,,,,,,,,,,,,
M82,,,,,,,,,,,,,,
M83,,,,,,,,,,,,,,
M84,,,,,,,,,,,,,,
M85,,,,,,,,,,,,,,
M90/99,,,,,,,,,,,,,,
M90,,,,,,,,,,,,,,
M91,,,,,,,,,,,,,,
M92,,,,,,,,,,,,,,
M93,,,,,,,,,,,,,,
N,,,,,,,,,,,,,,
N00/09,,,,,,,,,,,,,,
N00,,,,,,,,,,,,,,
N01,,,,,,,,,,,,,,
N02,,,,,,,,,,,,,,
N04,,,,,,,,,,,,,,
N05,,,,,,,,,,,,,,
N06,,,,,,,,,,,,,,
N07,,,,,,,,,,,,,,
N08,,,,,,,,,,,,,,
N09,,,,,,,,,,,,,,
N10/19,,,,,,,,,,,,,,
N10,,25.040,25.040.01,25.040.99,,,,,,,,,,
N11,,,,,,,,,,,,,,
N12,,17.120,17.120.01,17.120.10,17.120.20,,,,,,,,,
N13,,,,,,,,,,,,,,
N14,,,,,,,,,,,,,,
N15,,,,,,,,,,,,,,
N16,,,,,,,,,,,,,,
N17,,,,,,,,,,,,,,
N18,,25.040.40,,,,,,,,,,,,
N19,,55.230,,,,,,,,,,,,
N20/29,,,,,,,,,,,,,,
N20,,,,,,,,,,,,,,
N21,,,,,,,,,,,,,,
N22,,,,,,,,,,,,,,
N23,,,,,,,,,,,,,,
N24,,,,,,,,,,,,,,
N25,,,,,,,,,,,,,,
N26,,,,,,,,,,,,,,
N27,,,,,,,,,,,,,,
N28,,,,,,,,,,,,,,
N29,,,,,,,,,,,,,,
N30/39,,17.180.30,,,,,,,,,,,,
N30,,,,,,,,,,,,,,
N31,,,,,,,,,,,,,,
N32,,,,,,,,,,,,,,
N33,,,,,,,,,,,,,,
N34,,,,,,,,,,,,,,
N35,,,,,,,,,,,,,,
N38,,37.020,,,,,,,,,,,,
N40/49,,37.040.10,37.060.10,,,,,,,,,,,
N40,,,,,,,,,,,,,,
N41,,,,,,,,,,,,,,
N42,,,,,,,,,,,,,,
N43,,,,,,,,,,,,,,
N44,,,,,,,,,,,,,,
N45,,,,,,,,,,,,,,
N46,,,,,,,,,,,,,,
N47,,,,,,,,,,,,,,
N50/59,,,,,,,,,,,,,,
N50,,,,,,,,,,,,,,
N51,,,,,,,,,,,,,,
N52,,,,,,,,,,,,,,
N53,,,,,,,,,,,,,,
N54,,,,,,,,,,,,,,
N55,,,,,,,,,,,,,,
N56,,,,,,,,,,,,,,
N60/69,,,,,,,,,,,,,,
N60,,,,,,,,,,,,,,
N61,,,,,,,,,,,,,,
N62,,,,,,,,,,,,,,
N63,,,,,,,,,,,,,,
N64,,,,,,,,,,,,,,
N65,,,,,,,,,,,,,,
N67,,,,,,,,,,,,,,
N68,,,,,,,,,,,,,,
N70/79,,19.060,,,,,,,,,,,,
N70,,19.100,,,,,,,,,,,,
N71,,,,,,,,,,,,,,
N72,,,,,,,,,,,,,,
N73,,21.120.40,,,,,,,,,,,,
N74,,,,,,,,,,,,,,
N75,,,,,,,,,,,,,,
N77,,,,,,,,,,,,,,
N78,,,,,,,,,,,,,,
N90/99,,,,,,,,,,,,,,
N91,,,,,,,,,,,,,,
N92,,,,,,,,,,,,,,
N93,,,,,,,,,,,,,,
N94,,,,,,,,,,,,,,
N95,,,,,,,,,,,,,,
N96,,,,,,,,,,,,,,
P,,91.010,01.040.91,91,91.200,93,,,,,,,,
P00/09,,01.040.95,91.010.01,91.010.99,93.010,95,95.020,,,,,,,
P00,,,,,,,,,,,,,,
P01,,91.010.30,,,,,,,,,,,,
P02,,91.010.10,91.010.20,,,,,,,,,,,
P04,,01.040.93,01.080.30,01.100.30,,,,,,,,,,
P07,,,,,,,,,,,,,,
P09,,,,,,,,,,,,,,
P10/14,,,,,,,,,,,,,,
P10,,,,,,,,,,,,,,
P11,,,,,,,,,,,,,,
P12,,,,,,,,,,,,,,
P13,,,,,,,,,,,,,,
P14,,,,,,,,,,,,,,
P15/19,,91.120.01,91.120,91.120.30,91.120.40,91.120.99,,,,,,,,
P15,,91.120.25,,,,,,,,,,,,
P16,,13.220.50,91.120.10,,,,,,,,,,,
P18,,,,,,,,,,,,,,
P20/29,,91.080,91.080.01,91.080.99,,,,,,,,,,
P20,,,,,,,,,,,,,,
P21,,,,,,,,,,,,,,
P22,,93.020,,,,,,,,,,,,
P23,,91.080.20,,,,,,,,,,,,
P24,,91.080.30,,,,,,,,,,,,
P25,,91.080.40,,,,,,,,,,,,
P26,,91.080.10,,,,,,,,,,,,
P27,,,,,,,,,,,,,,
P28,,93.060,93.040,97.130,,,,,,,,,,
P30/39,,91.040,91.040.01,91.040.99,97.130.01,97.130.99,,,,,,,,
P30,,,,,,,,,,,,,,
P31,,91.160,91.160.01,91.160.10,91.160.20,91.120.20,,,,,,,,
P32,,91.060,91.060.01,91.060.10,91.060.20,91.060.30,91.060.50,91.060.40,91.060.99,91.180,,,,
P33,,91.040.10,91.040.30,,,,,,,,,,,
P34,,91.040.20,,,,,,,,,,,,
P35,,65.040,65.040.01,65.040.10,65.040.20,65.040.30,65.040.99,,,,,,,
P36,,,,,,,,,,,,,,
P40/44,,91.090,93.030,,,,,,,,,,,
P40,,,,,,,,,,,,,,
P41,,,,,,,,,,,,,,
P42,,,,,,,,,,,,,,
P45/49,,,,,,,,,,,,,,
P45,,,,,,,,,,,,,,
P46,,,,,,,,,,,,,,
P47,,,,,,,,,,,,,,
P48,,,,,,,,,,,,,,
P49,,97.130.20,,,,,,,,,,,,
P50/54,,91.020,,,,,,,,,,,,
P50,,,,,,,,,,,,,,
P51,,,,,,,,,,,,,,
P52,,93.110,,,,,,,,,,,,
P53,,,,,,,,,,,,,,
P55/59,,,,,,,,,,,,,,
P55,,,,,,,,,,,,,,
P56,,,,,,,,,,,,,,
P57,,,,,,,,,,,,,,
P58,,,,,,,,,,,,,,
P59,,27.140,93.160,,,,,,,,,,,
P60/64,,,,,,,,,,,,,,
P60,,,,,,,,,,,,,,
P61,,,,,,,,,,,,,,
P62,,29.240.20,,,,,,,,,,,,
P63,,,,,,,,,,,,,,
P64,,,,,,,,,,,,,,
P65/69,,,,,,,,,,,,,,
P65,,93.100,,,,,,,,,,,,
P66,,93.080,93.080.01,93.080.10,93.080.99,93.080.20,93.080.30,93.080.40,,,,,,
P67,,93.140,,,,,,,,,,,,
P68,,93.120,,,,,,,,,,,,
P70/79,,,,,,,,,,,,,,
P70,,,,,,,,,,,,,,
P71,,,,,,,,,,,,,,
P72,,,,,,,,,,,,,,
P73,,,,,,,,,,,,,,
P74,,,,,,,,,,,,,,
P75,,,,,,,,,,,,,,
P76,,,,,,,,,,,,,,
P77,,,,,,,,,,,,,,
P80/84,,,,,,,,,,,,,,
P80,,01.040.25,25,,,,,,,,,,,
P81,,,,,,,,,,,,,,
P82,,,,,,,,,,,,,,
P83,,,,,,,,,,,,,,
P84,,,,,,,,,,,,,,
P85/89,,,,,,,,,,,,,,
P85,,,,,,,,,,,,,,
P86,,,,,,,,,,,,,,
P87,,,,,,,,,,,,,,
P88,,,,,,,,,,,,,,
P89,,,,,,,,,,,,,,
P90/94,,,,,,,,,,,,,,
P90,,,,,,,,,,,,,,
P91,,,,,,,,,,,,,,
P92,,,,,,,,,,,,,,
P93,,,,,,,,,,,,,,
P94,,,,,,,,,,,,,,
P95/99,,53.100,91.220,,,,,,,,,,,
P95,,,,,,,,,,,,,,
P96,,,,,,,,,,,,,,
P97,,,,,,,,,,,,,,
P98,,,,,,,,,,,,,,
Q,,,,,,,,,,,,,,
Q00/09,,,,,,,,,,,,,,
Q00,,,,,,,,,,,,,,
Q01,,,,,,,,,,,,,,
Q02,,,,,,,,,,,,,,
Q04,,,,,,,,,,,,,,
Q07,,,,,,,,,,,,,,
Q08,,,,,,,,,,,,,,
Q09,,,,,,,,,,,,,,
Q10/29,,91.100,,,,,,,,,,,,
Q10,,91.100.01,91.100.99,91.190,,,,,,,,,,
Q11,,91.100.10,,,,,,,,,,,,
Q12,,91.100.15,,,,,,,,,,,,
Q13,,,,,,,,,,,,,,
Q14,,91.100.30,,,,,,,,,,,,
Q15,,,,,,,,,,,,,,
Q17,,,,,,,,,,,,,,
Q18,,,,,,,,,,,,,,
Q20,,,,,,,,,,,,,,
Q21,,,,,,,,,,,,,,
Q22,,,,,,,,,,,,,,
Q23,,91.100.40,,,,,,,,,,,,
Q24,,91.100.50,,,,,,,,,,,,
Q25,,91.100.60,,,,,,,,,,,,
Q27,,,,,,,,,,,,,,
Q30/39,,81,,,,,,,,,,,,
Q30,,01.040.81,81.020,81.040.10,81.040,81.040.01,81.040.30,81.060,81.060.01,81.060.10,81.060.20,81.060.30,81.060.99,
Q31,,91.100.25,,,,,,,,,,,,
Q32,,,,,,,,,,,,,,
Q33,,81.040.20,,,,,,,,,,,,
Q34,,,,,,,,,,,,,,
Q35,,,,,,,,,,,,,,
Q36,,59.100.10,,,,,,,,,,,,
Q37,,,,,,,,,,,,,,
Q38,,,,,,,,,,,,,,
Q40/49,,81.080,,,,,,,,,,,,
Q40,,,,,,,,,,,,,,
Q41,,,,,,,,,,,,,,
Q42,,,,,,,,,,,,,,
Q43,,,,,,,,,,,,,,
Q44,,,,,,,,,,,,,,
Q45,,,,,,,,,,,,,,
Q46,,,,,,,,,,,,,,
Q47,,,,,,,,,,,,,,
Q49,,,,,,,,,,,,,,
Q50/59,,,,,,,,,,,,,,
Q50,,,,,,,,,,,,,,
Q51,,,,,,,,,,,,,,
Q52,,59.100.20,,,,,,,,,,,,
Q53,,,,,,,,,,,,,,
Q60/69,,,,,,,,,,,,,,
Q60,,,,,,,,,,,,,,
Q61,,,,,,,,,,,,,,
Q62,,,,,,,,,,,,,,
Q63,,,,,,,,,,,,,,
Q64,,,,,,,,,,,,,,
Q65,,,,,,,,,,,,,,
Q69,,,,,,,,,,,,,,
Q70/79,,91.140,,,,,,,,,,,,
Q70,,91.140.01,91.140.65,91.140.70,91.140.99,,,,,,,,,
Q71,,,,,,,,,,,,,,
Q72,,,,,,,,,,,,,,
Q73,,,,,,,,,,,,,,
Q74,,,,,,,,,,,,,,
Q75,,,,,,,,,,,,,,
Q76,,91.140.10,91.140.30,,,,,,,,,,,
Q77,,91.140.50,,,,,,,,,,,,
Q78,,91.140.90,,,,,,,,,,,,
Q80/89,,,,,,,,,,,,,,
Q80,,,,,,,,,,,,,,
Q81,,91.140.60,91.140.80,,,,,,,,,,,
Q82,,91.140.40,,,,,,,,,,,,
Q83,,,,,,,,,,,,,,
Q84,,,,,,,,,,,,,,
Q85,,,,,,,,,,,,,,
Q86,,,,,,,,,,,,,,
Q87,,,,,,,,,,,,,,
Q90/99,,,,,,,,,,,,,,
Q90,,,,,,,,,,,,,,
Q91,,,,,,,,,,,,,,
Q92,,,,,,,,,,,,,,
Q93,,,,,,,,,,,,,,
Q94,,,,,,,,,,,,,,
Q95,,,,,,,,,,,,,,
Q96,,,,,,,,,,,,,,
Q99,,,,,,,,,,,,,,
R,,,,,,,,,,,,,,
R00/09,,,,,,,,,,,,,,
R00,,,,,,,,,,,,,,
R01,,,,,,,,,,,,,,
R02,,,,,,,,,,,,,,
R04,,,,,,,,,,,,,,
R06,,,,,,,,,,,,,,
R07,,35.240.60,,,,,,,,,,,,
R08,,,,,,,,,,,,,,
R09,,,,,,,,,,,,,,
R10/19,,,,,,,,,,,,,,
R10,,03.220.20,,,,,,,,,,,,
R11,,,,,,,,,,,,,,
R12,,,,,,,,,,,,,,
R13,,,,,,,,,,,,,,
R14,,,,,,,,,,,,,,
R15,,,,,,,,,,,,,,
R16,,,,,,,,,,,,,,
R17,,,,,,,,,,,,,,
R18,,,,,,,,,,,,,,
R19,,,,,,,,,,,,,,
R20/29,,03.220.40,,,,,,,,,,,,
R20,,,,,,,,,,,,,,
R21,,,,,,,,,,,,,,
R22,,,,,,,,,,,,,,
R24,,,,,,,,,,,,,,
R25,,,,,,,,,,,,,,
R26,,,,,,,,,,,,,,
R27,,,,,,,,,,,,,,
R28,,,,,,,,,,,,,,
R29,,,,,,,,,,,,,,
R30/39,,,,,,,,,,,,,,
R30,,,,,,,,,,,,,,
R31,,,,,,,,,,,,,,
R32,,,,,,,,,,,,,,
R33,,,,,,,,,,,,,,
R34,,,,,,,,,,,,,,
R40/49,,,,,,,,,,,,,,
R40,,,,,,,,,,,,,,
R41,,,,,,,,,,,,,,
R42,,,,,,,,,,,,,,
R43,,,,,,,,,,,,,,
R44,,,,,,,,,,,,,,
R45,,,,,,,,,,,,,,
R46,,,,,,,,,,,,,,
R50/59,,,,,,,,,,,,,,
R50,,,,,,,,,,,,,,
R51,,,,,,,,,,,,,,
R52,,,,,,,,,,,,,,
R53,,,,,,,,,,,,,,
R54,,,,,,,,,,,,,,
R55,,,,,,,,,,,,,,
R56,,,,,,,,,,,,,,
R60/69,,,,,,,,,,,,,,
R60,,,,,,,,,,,,,,
R61,,,,,,,,,,,,,,
R62,,,,,,,,,,,,,,
R63,,,,,,,,,,,,,,
R64,,,,,,,,,,,,,,
R80/89,,,,,,,,,,,,,,
R80,,,,,,,,,,,,,,
R81,,,,,,,,,,,,,,
R82,,,,,,,,,,,,,,
R84,,,,,,,,,,,,,,
R85,,,,,,,,,,,,,,
R86,,,,,,,,,,,,,,
R87,,,,,,,,,,,,,,
S,,45,,,,,,,,,,,,
S00/09,,45.020,,,,,,,,,,,,
S00,,,,,,,,,,,,,,
S01,,,,,,,,,,,,,,
S02,,,,,,,,,,,,,,
S04,,01.040.45,,,,,,,,,,,,
S05,,45.040,,,,,,,,,,,,
S06,,,,,,,,,,,,,,
S07,,,,,,,,,,,,,,
S09,,,,,,,,,,,,,,
S10/29,,,,,,,,,,,,,,
S10,,,,,,,,,,,,,,
S11,,45.080,,,,,,,,,,,,
S12,,,,,,,,,,,,,,
S13,,45.100,45.120,,,,,,,,,,,
S14,,,,,,,,,,,,,,
S16,,,,,,,,,,,,,,
S17,,,,,,,,,,,,,,
S19,,,,,,,,,,,,,,
S20,,,,,,,,,,,,,,
S21,,,,,,,,,,,,,,
S22,,,,,,,,,,,,,,
S23,,,,,,,,,,,,,,
S24,,,,,,,,,,,,,,
S30/39,,45.060,,,,,,,,,,,,
S30,,45.060.01,,,,,,,,,,,,
S31,,,,,,,,,,,,,,
S32,,,,,,,,,,,,,,
S33,,,,,,,,,,,,,,
S34,,,,,,,,,,,,,,
S35,,,,,,,,,,,,,,
S38,,,,,,,,,,,,,,
S39,,,,,,,,,,,,,,
S40/49,,45.060.10,,,,,,,,,,,,
S40,,,,,,,,,,,,,,
S41,,,,,,,,,,,,,,
S42,,,,,,,,,,,,,,
S43,,,,,,,,,,,,,,
S45,,,,,,,,,,,,,,
S46,,,,,,,,,,,,,,
S49,,,,,,,,,,,,,,
S50/59,,45.060.20,,,,,,,,,,,,
S50,,,,,,,,,,,,,,
S51,,,,,,,,,,,,,,
S52,,,,,,,,,,,,,,
S53,,,,,,,,,,,,,,
S55,,,,,,,,,,,,,,
S56,,,,,,,,,,,,,,
S60/69,,,,,,,,,,,,,,
S60,,,,,,,,,,,,,,
S61,,,,,,,,,,,,,,
S62,,,,,,,,,,,,,,
S63,,,,,,,,,,,,,,
S64,,,,,,,,,,,,,,
S65,,,,,,,,,,,,,,
S68,,,,,,,,,,,,,,
S69,,,,,,,,,,,,,,
S70/79,,,,,,,,,,,,,,
S70,,,,,,,,,,,,,,
S71,,,,,,,,,,,,,,
S72,,,,,,,,,,,,,,
S73,,,,,,,,,,,,,,
S78,,,,,,,,,,,,,,
S79,,,,,,,,,,,,,,
S80/84,,,,,,,,,,,,,,
S80,,,,,,,,,,,,,,
S81,,,,,,,,,,,,,,
S82,,,,,,,,,,,,,,
S83,,,,,,,,,,,,,,
S84,,,,,,,,,,,,,,
S90/99,,,,,,,,,,,,,,
S90,,03.220.30,,,,,,,,,,,,
S91,,,,,,,,,,,,,,
S92,,,,,,,,,,,,,,
S93,,,,,,,,,,,,,,
S94,,,,,,,,,,,,,,
S97,,,,,,,,,,,,,,
S98,,,,,,,,,,,,,,
S99,,,,,,,,,,,,,,
T,,43,,,,,,,,,,,,
T00/09,,43.020,,,,,,,,,,,,
T00,,,,,,,,,,,,,,
T01,,,,,,,,,,,,,,
T02,,,,,,,,,,,,,,
T04,,01.040.43,43.040,43.040.01,43.180,,,,,,,,,
T05,,43.040.99,,,,,,,,,,,,
T06,,,,,,,,,,,,,,
T07,,,,,,,,,,,,,,
T08,,,,,,,,,,,,,,
T09,,,,,,,,,,,,,,
T10/19,,43.060,,,,,,,,,,,,
T10,,43.060.01,,,,,,,,,,,,
T11,,43.060.99,43.060.50,,,,,,,,,,,
T12,,43.060.10,,,,,,,,,,,,
T13,,43.060.20,,,,,,,,,,,,
T14,,43.060.30,43.060.40,,,,,,,,,,,
T20/29,,43.040.60,,,,,,,,,,,,
T20,,,,,,,,,,,,,,
T21,,43.040.50,43.040.70,,,,,,,,,,,
T22,,,,,,,,,,,,,,
