A,,01,,,,,,,,,,,,
A00/09,,,,,,,,,,,,,,
C75/79,,,,,,,,,,,,,,
C75,,13.200,,,,,,,,,,,,
C76,,,,,,,,,,,,,,
C77,,,,,,,,,,,,,,
C78,,13.240,,,,,,,,,,,,
C80/89,,13.220,,,,,,,,,,,,
C80,,13.220.01,13.220.99,13.220.40,,,,,,,,,,
C81,,,,,,,,,,,,,,
C82,,13.220.20,,,,,,,,,,,,
C83,,13.220.10,,,,,,,,,,,,
C84,,,,,,,,,,,,,,
C85,,,,,,,,,,,,,,
C90/99,,,,,,,,,,,,,,
C90,,,,,,,,,,,,,,
C91,,,,,,,,,,,,,,
C92,,,,,,,,,,,,,,
C93,,,,,,,,,,,,,,
C94,,,,,,,,,,,,,,
C95,,73,,,,,,,,,,,,
D,,,,,,,,,,,,,,
D00/09,,,,,,,,,,,,,,
D00,,,,,,,,,,,,,,
D01,,,,,,,,,,,,,,
D02,,,,,,,,,,,,,,
D04,,01.040.73,,,,,,,,,,,,
D07,,,,,,,,,,,,,,
D08,,,,,,,,,,,,,,
D09,,,,,,,,,,,,,,
D10/19,,,,,,,,,,,,,,
D10,,,,,,,,,,,,,,
D11,,,,,,,,,,,,,,
D12,,,,,,,,,,,,,,
D13,,,,,,,,,,,,,,
D14,,,,,,,,,,,,,,
D15,,73.020,,,,,,,,,,,,
D16,,,,,,,,,,,,,,
D18,,,,,,,,,,,,,,
D20/29,,75.160.10,,,,,,,,,,,,
D20,,,,,,,,,,,,,,
D21,,73.040,,,,,,,,,,,,
D22,,,,,,,,,,,,,,
D23,,,,,,,,,,,,,,
D24,,,,,,,,,,,,,,
D26,,,,,,,,,,,,,,
D27,,,,,,,,,,,,,,
D28,,,,,,,,,,,,,,
D30/39,,73.060,,,,,,,,,,,,
D30,,73.060.01,,,,,,,,,,,,
D31,,73.060.10,,,,,,,,,,,,
D32,,73.060.20,,,,,,,,,,,,
D33,,73.060.30,,,,,,,,,,,,
D40/49,,73.060.40,73.060.99,,,,,,,,,,,
D40,,,,,,,,,,,,,,
D41,,,,,,,,,,,,,,
D42,,,,,,,,,,,,,,
D43,,,,,,,,,,,,,,
D45,,,,,,,,,,,,,,
D46,,,,,,,,,,,,,,
D50/59,,73.080,,,,,,,,,,,,
D50,,,,,,,,,,,,,,
D51,,,,,,,,,,,,,,
D52,,,,,,,,,,,,,,
D53,,,,,,,,,,,,,,
D54,,,,,,,,,,,,,,
D58,,,,,,,,,,,,,,
D59,,,,,,,,,,,,,,
D80/89,,,,,,,,,,,,,,
D80,,,,,,,,,,,,,,
D81,,,,,,,,,,,,,,
D82,,,,,,,,,,,,,,
D84,,,,,,,,,,,,,,
D90/99,,73.100,,,,,,,,,,,,
D90,,73.100.01,73.100.99,,,,,,,,,,,
D91,,73.100.30,,,,,,,,,,,,
D92,,73.100.10,,,,,,,,,,,,
D93,,73.100.40,,,,,,,,,,,,
D94,,,,,,,,,,,,,,
D95,,73.120,,,,,,,,,,,,
D96,,,,,,,,,,,,,,
D97,,,,,,,,,,,,,,
D98,,73.100.20,,,,,,,,,,,,
E,,75,,,,,,,,,,,,
E00/09,,,,,,,,,,,,,,
E00,,,,,,,,,,,,,,
E01,,,,,,,,,,,,,,
E02,,,,,,,,,,,,,,
E04,,01.040.75,,,,,,,,,,,,
E07,,,,,,,,,,,,,,
E08,,,,,,,,,,,,,,
E09,,,,,,,,,,,,,,
E10/19,,,,,,,,,,,,,,
E10,,75.020,,,,,,,,,,,,
E11,,,,,,,,,,,,,,
E12,,,,,,,,,,,,,,
E13,,,,,,,,,,,,,,
E14,,,,,,,,,,,,,,
E15,,,,,,,,,,,,,,
E16,,,,,,,,,,,,,,
E20/29,,,,,,,,,,,,,,
E20,,,,,,,,,,,,,,
E21,,75.040,,,,,,,,,,,,
E22,,,,,,,,,,,,,,
E24,,75.060,75.160.30,,,,,,,,,,,
E30/49,,,,,,,,,,,,,,
E30,,75.080,,,,,,,,,,,,
E31,,75.160,75.160.01,75.160.20,,,,,,,,,,
E33,,,,,,,,,,,,,,
E34,,75.100,,,,,,,,,,,,
E36,,,,,,,,,,,,,,
E38,,,,,,,,,,,,,,
E39,,75.120,,,,,,,,,,,,
E40,,,,,,,,,,,,,,
E41,,,,,,,,,,,,,,
E42,,75.140,,,,,,,,,,,,
E43,,,,,,,,,,,,,,
E44,,,,,,,,,,,,,,
E45,,,,,,,,,,,,,,
E46,,,,,,,,,,,,,,
E49,,,,,,,,,,,,,,
E60/69,,,,,,,,,,,,,,
E60,,,,,,,,,,,,,,
E61,,,,,,,,,,,,,,
E90/99,,75.180,,,,,,,,,,,,
E90,,75.180.01,75.180.99,,,,,,,,,,,
E91,,,,,,,,,,,,,,
E92,,75.180.10,,,,,,,,,,,,
E94,,,,,,,,,,,,,,
E97,,75.180.20,,,,,,,,,,,,
E98,,75.180.30,75.200,,,,,,,,,,,
F,,27,,,,,,,,,,,,
F00/09,,27.010,,,,,,,,,,,,
F00,,,,,,,,,,,,,,
F01,,,,,,,,,,,,,,
F02,,,,,,,,,,,,,,
F04,,,,,,,,,,,,,,
F07,,,,,,,,,,,,,,
F08,,,,,,,,,,,,,,
F09,,,,,,,,,,,,,,
F10/19,,,,,,,,,,,,,,
F10,,,,,,,,,,,,,,
F11,,27.180,,,,,,,,,,,,
F12,,27.160,,,,,,,,,,,,
F13,,,,,,,,,,,,,,
F14,,,,,,,,,,,,,,
F15,,27.080,,,,,,,,,,,,
F19,,,,,,,,,,,,,,
F20/29,,,,,,,,,,,,,,
F20,,27.100,,,,,,,,,,,,
F21,,29.240,29.240.01,,,,,,,,,,,
F22,,,,,,,,,,,,,,
F23,,,,,,,,,,,,,,
F24,,,,,,,,,,,,,,
F25,,,,,,,,,,,,,,
F29,,,,,,,,,,,,,,
F40/49,,27.120.30,,,,,,,,,,,,
F40,,,,,,,,,,,,,,
F46,,,,,,,,,,,,,,
F48,,,,,,,,,,,,,,
F49,,,,,,,,,,,,,,
F50/59,,,,,,,,,,,,,,
F50,,,,,,,,,,,,,,
F51,,,,,,,,,,,,,,
F53,,,,,,,,,,,,,,
F54,,,,,,,,,,,,,,
F60/69,,27.120.10,27.120,27.120.01,27.120.99,27.120.20,,,,,,,,
F60,,,,,,,,,,,,,,
F61,,,,,,,,,,,,,,
F62,,,,,,,,,,,,,,
F63,,,,,,,,,,,,,,
F64,,,,,,,,,,,,,,
F65,,,,,,,,,,,,,,
F68,,,,,,,,,,,,,,
F69,,,,,,,,,,,,,,
F70/79,,17.240,,,,,,,,,,,,
F70,,,,,,,,,,,,,,
F72,,,,,,,,,,,,,,
F73,,,,,,,,,,,,,,
F74,,,,,,,,,,,,,,
F75,,,,,,,,,,,,,,
F77,,,,,,,,,,,,,,
F79,,,,,,,,,,,,,,
F80/89,,,,,,,,,,,,,,
F80,,,,,,,,,,,,,,
F81,,,,,,,,,,,,,,
F82,,,,,,,,,,,,,,
F83,,,,,,,,,,,,,,
F84,,,,,,,,,,,,,,
F85,,,,,,,,,,,,,,
F86,,,,,,,,,,,,,,
F87,,,,,,,,,,,,,,
F88,,,,,,,,,,,,,,
F90/99,,,,,,,,,,,,,,
F90,,,,,,,,,,,,,,
F91,,,,,,,,,,,,,,
F92,,,,,,,,,,,,,,
G,,71,71.100,,,,,,,,,,,
G00/09,,71.020,71.100.01,71.100.10,71.100.99,,,,,,,,,
G00,,,,,,,,,,,,,,
G01,,,,,,,,,,,,,,
G02,,,,,,,,,,,,,,
G04,,01.040.71,71.040,71.040.01,71.040.10,71.040.20,,,,,,,,
G07,,,,,,,,,,,,,,
G08,,,,,,,,,,,,,,
G09,,,,,,,,,,,,,,
G10/14,,,,,,,,,,,,,,
G10,,,,,,,,,,,,,,
G11,,71.060.30,71.060.40,,,,,,,,,,,
G12,,71.060.50,,,,,,,,,,,,
G13,,71.060.20,,,,,,,,,,,,
G14,,71.060.99,,,,,,,,,,,,
G15/19,,,,,,,,,,,,,,
G15,,,,,,,,,,,,,,
G16,,71.080.50,71.080.60,,,,,,,,,,,
G17,,71.080.10,71.080.15,71.080.80,71.080.70,71.080.40,71.080.20,,,,,,,
G18,,71.080.90,71.080.30,,,,,,,,,,,
G20/29,,,,,,,,,,,,,,
G20,,,,,,,,,,,,,,
G21,,,,,,,,,,,,,,
G23,,,,,,,,,,,,,,
G24,,,,,,,,,,,,,,
G25,,65.100,65.100.01,65.100.10,65.100.30,65.100.99,65.100.20,,,,,,,
G26,,,,,,,,,,,,,,
G30/39,,83,83.080,,,,,,,,,,,
G30,,83.020,83.080.01,,,,,,,,,,,
G31,,01.040.83,,,,,,,,,,,,
G32,,71.100.55,83.040,83.040.01,83.080.10,83.080.20,83.120,83.100,,,,,,
G33,,23.040.20,,,,,,,,,,,,
G34,,,,,,,,,,,,,,
G35,,83.040.20,83.060,83.040.30,,,,,,,,,,
G38,,,,,,,,,,,,,,
G39,,83.180,,,,,,,,,,,,
G40/49,,83.140,83.140.01,,,,,,,,,,,
G40,,,,,,,,,,,,,,
G41,,83.160,83.160.01,83.160.10,83.160.20,83.160.30,83.160.99,,,,,,,
G42,,83.140.40,83.140.30,,,,,,,,,,,
G43,,83.140.50,,,,,,,,,,,,
G44,,,,,,,,,,,,,,
G45,,,,,,,,,,,,,,
G47,,83.140.99,83.140.10,83.140.20,,,,,,,,,,
G48,,,,,,,,,,,,,,
G49,,,,,,,,,,,,,,
G50/59,,01.040.87,87,,,,,,,,,,,
G50,,87.020,,,,,,,,,,,,
G51,,87.040,,,,,,,,,,,,
G52,,87.060,87.060.01,87.060.10,87.060.20,87.060.30,87.060.99,,,,,,,
G53,,,,,,,,,,,,,,
G54,,87.080,,,,,,,,,,,,
G55,,,,,,,,,,,,,,
G56,,,,,,,,,,,,,,
G57,,,,,,,,,,,,,,
G60/69,,71.040.30,,,,,,,,,,,,
G60,,,,,,,,,,,,,,
G61,,,,,,,,,,,,,,
G62,,,,,,,,,,,,,,
G63,,,,,,,,,,,,,,
G64,,,,,,,,,,,,,,
G65,,,,,,,,,,,,,,
G66,,,,,,,,,,,,,,
G67,,,,,,,,,,,,,,
G69,,,,,,,,,,,,,,
G70/79,,71.100.45,,,,,,,,,,,,
G70,,,,,,,,,,,,,,
G71,,,,,,,,,,,,,,
G72,,,,,,,,,,,,,,
G73,,71.100.40,,,,,,,,,,,,
G74,,,,,,,,,,,,,,
G75,,,,,,,,,,,,,,
G76,,,,,,,,,,,,,,
G77,,71.100.80,,,,,,,,,,,,
G80/84,,,,,,,,,,,,,,
G80,,,,,,,,,,,,,,
G81,,37.040.20,37.040.25,37.060.20,,,,,,,,,,
G82,,,,,,,,,,,,,,
G83,,,,,,,,,,,,,,
G84,,37.040.30,,,,,,,,,,,,
G85/89,,71.100.35,,,,,,,,,,,,
G85,,,,,,,,,,,,,,
G86,,71.100.20,,,,,,,,,,,,
G89,,71.100.30,,,,,,,,,,,,
G90/99,,71.120,71.120.99,,,,,,,,,,,
G90,,71.120.01,,,,,,,,,,,,
G91,,,,,,,,,,,,,,
G92,,,,,,,,,,,,,,
G93,,71.120.30,71.120.10,71.120.20,81.100,,,,,,,,,
G94,,,,,,,,,,,,,,
G95,,83.200,,,,,,,,,,,,
G96,,87.100,,,,,,,,,,,,
G98,,,,,,,,,,,,,,
H,,77,,,,,,,,,,,,
H00/09,,77.020,,,,,,,,,,,,
H00,,,,,,,,,,,,,,
H01,,,,,,,,,,,,,,
H02,,,,,,,,,,,,,,
H04,,01.040.77,,,,,,,,,,,,
H05,,,,,,,,,,,,,,
H07,,,,,,,,,,,,,,
H08,,,,,,,,,,,,,,
H09,,77.040.30,,,,,,,,,,,,
H10/19,,,,,,,,,,,,,,
H10,,,,,,,,,,,,,,
H11,,,,,,,,,,,,,,
H12,,,,,,,,,,,,,,
H13,,,,,,,,,,,,,,
H14,,,,,,,,,,,,,,
H15,,,,,,,,,,,,,,
H16,,,,,,,,,,,,,,
H17,,,,,,,,,,,,,,
H20/29,,77.040,,,,,,,,,,,,
H20,,77.040.01,77.040.99,,,,,,,,,,,
H21,,,,,,,,,,,,,,
H22,,77.040.10,,,,,,,,,,,,
H23,,,,,,,,,,,,,,
H24,,,,,,,,,,,,,,
H25,,77.060,,,,,,,,,,,,
H26,,77.040.20,,,,,,,,,,,,
H30/34,,,,,,,,,,,,,,
H30,,,,,,,,,,,,,,
H31,,,,,,,,,,,,,,
H32,,,,,,,,,,,,,,
H34,,,,,,,,,,,,,,
H40/59,,77.080,77.140,77.140.45,,,,,,,,,,
H40,,77.080.01,77.140.01,77.140.10,,,,,,,,,,
H41,,77.080.10,77.140.80,,,,,,,,,,,
H42,,77.100,,,,,,,,,,,,
H43,,77.080.20,77.140.85,,,,,,,,,,,
H44,,77.140.70,77.140.60,,,,,,,,,,,
H46,,77.140.50,,,,,,,,,,,,
H48,,23.040.10,,,,,,,,,,,,
H49,,77.140.65,,,,,,,,,,,,
H52,,,,,,,,,,,,,,
H53,,,,,,,,,,,,,,
H54,,,,,,,,,,,,,,
H57,,,,,,,,,,,,,,
H58,,,,,,,,,,,,,,
H59,,77.140.75,77.140.15,77.140.20,77.140.25,77.140.30,77.140.35,77.140.40,77.140.99,,,,,
H60/69,,23.040.15,77.120,77.120.99,77.150,77.150.99,,,,,,,,
H60,,77.120.01,77.150.01,,,,,,,,,,,
H61,,77.120.10,77.120.20,77.150.10,77.150.20,,,,,,,,,
H62,,77.120.30,77.120.40,77.120.60,77.120.70,77.150.30,77.150.40,77.150.50,77.150.60,77.150.70,,,,
H63,,,,,,,,,,,,,,
H64,,77.120.50,,,,,,,,,,,,
H65,,,,,,,,,,,,,,
H66,,,,,,,,,,,,,,
H67,,,,,,,,,,,,,,
H68,,,,,,,,,,,,,,
H69,,,,,,,,,,,,,,
H70/74,,77.160,,,,,,,,,,,,
H70,,,,,,,,,,,,,,
H71,,,,,,,,,,,,,,
H72,,29.030,,,,,,,,,,,,
H80/84,,29.045,,,,,,,,,,,,
H80,,,,,,,,,,,,,,
H81,,,,,,,,,,,,,,
H82,,,,,,,,,,,,,,
H83,,,,,,,,,,,,,,
H90/99,,77.180,,,,,,,,,,,,
H90,,,,,,,,,,,,,,
H91,,,,,,,,,,,,,,
H92,,,,,,,,,,,,,,
H93,,,,,,,,,,,,,,
H94,,25.120.20,,,,,,,,,,,,
H95,,,,,,,,,,,,,,
J,,21,,,,,,,,,,,,
J00/09,,21.020,,,,,,,,,,,,
J00,,,,,,,,,,,,,,
J01,,,,,,,,,,,,,,
J02,,,,,,,,,,,,,,
J04,,01.040.21,01.100,01.100.01,01.100.20,01.100.99,17.040.10,17.040.20,,,,,,
J05,,21.040,21.040.01,21.040.10,21.040.20,21.040.30,,,,,,,,
J07,,,,,,,,,,,,,,
J08,,,,,,,,,,,,,,
J09,,,,,,,,,,,,,,
J10/29,,21.100,21.100.01,21.120,21.120.01,21.120.10,21.120.99,23.040,23.040.01,,,,,
J10,,,,,,,,,,,,,,
J11,,21.100.20,,,,,,,,,,,,
J12,,21.100.10,,,,,,,,,,,,
J13,,21.060,21.060.01,21.060.10,21.060.20,21.060.30,21.060.40,21.060.50,21.060.60,21.060.70,21.060.99,,,
J15,,23.040.40,23.040.45,23.040.50,23.040.60,23.040.99,,,,,,,,
J16,,23.060,23.060.01,23.060.10,23.060.20,23.060.30,23.060.40,23.060.50,23.060.99,,,,,
J17,,21.200,,,,,,,,,,,,
J18,,21.120.30,21.220,21.220.01,21.220.10,21.220.20,21.220.30,21.220.99,,,,,,
J19,,21.120.20,,,,,,,,,,,,
J20,,,,,,,,,,,,,,
J21,,21.260,,,,,,,,,,,,
J22,,21.140,23.040.80,,,,,,,,,,,
J24,,,,,,,,,,,,,,
J26,,21.160,,,,,,,,,,,,
J27,,,,,,,,,,,,,,
J28,,25.040.30,,,,,,,,,,,,
J29,,21.180,21.080,23.040.70,,,,,,,,,,
J30/39,,,,,,,,,,,,,,
J30,,,,,,,,,,,,,,
J31,,25.020,,,,,,,,,,,,
J32,,,,,,,,,,,,,,
J33,,25.160,25.160.01,25.160.10,25.160.20,25.160.40,25.160.50,,,,,,,
J36,,25.200,,,,,,,,,,,,
J38,,,,,,,,,,,,,,
J39,,,,,,,,,,,,,,
J40/49,,,,,,,,,,,,,,
J40,,,,,,,,,,,,,,
J41,,25.100,25.100.01,25.100.10,25.100.20,25.100.25,25.100.30,25.100.99,,,,,,
J42,,,,,,,,,,,,,,
J43,,25.100.70,,,,,,,,,,,,
J44,,,,,,,,,,,,,,
J45,,,,,,,,,,,,,,
J46,,,,,,,,,,,,,,
J47,,25.100.40,25.100.60,25.100.50,25.140,25.140.01,25.140.30,25.140.99,,,,,,
J48,,25.140.10,,,,,,,,,,,,
J50/59,,25.060,25.060.99,25.080,25.080.99,25.120,25.120.01,25.120.99,,,,,,
J50,,25.040.10,25.040.20,25.060.01,25.080.01,,,,,,,,,
J51,,,,,,,,,,,,,,
J52,,25.060.20,,,,,,,,,,,,
J53,,25.080.10,,,,,,,,,,,,
J54,,25.080.20,25.080.40,,,,,,,,,,,
J55,,25.080.50,,,,,,,,,,,,
J56,,,,,,,,,,,,,,
J57,,25.080.60,25.080.25,25.080.30,,,,,,,,,,
J58,,25.060.10,,,,,,,,,,,,
J59,,25.120.40,,,,,,,,,,,,
J60/69,,,,,,,,,,,,,,
J60,,,,,,,,,,,,,,
J61,,25.120.30,,,,,,,,,,,,
J62,,25.120.10,,,,,,,,,,,,
J64,,25.160.30,,,,,,,,,,,,
J65,,79.120,79.120.01,79.120.10,79.120.20,79.120.99,,,,,,,,
J66,,25.180,25.180.01,25.180.20,,,,,,,,,,
J70/89,,,,,,,,,,,,,,
J70,,,,,,,,,,,,,,
J71,,23.080,23.100,23.100.01,23.100.10,23.100.20,23.100.40,23.100.50,23.100.60,23.100.99,,,,
J72,,23.140,,,,,,,,,,,,
J73,,27.200,,,,,,,,,,,,
J74,,23.020.30,,,,,,,,,,,,
J75,,27.220,,,,,,,,,,,,
J76,,,,,,,,,,,,,,
J77,,,,,,,,,,,,,,
J78,,23.160,,,,,,,,,,,,
J80,,53.020,53.020.01,53.020.20,53.020.30,53.020.99,,,,,,,,
J81,,53.040.01,53.040,53.040.10,53.040.20,53.040.30,53.040.99,,,,,,,
J83,,53,53.080,55.200,,,,,,,,,,
